2018-11-30 21:03:26,"b""I decided I wasn't gonna drink tonight. Then I went to see my team play hockey...euh where are the real ones ?... O\xe2\x80\xa6 https://t.co/dR6faUsaWP""",b'mazythea'
2018-11-30 21:00:11,b'Well-thought-out craft cocktails via our spirit master\xc2\xa0\xe2\x9c\x94\xef\xb8\x8f\n\xe2\x97\x90\n\xe2\x97\x90\n\xe2\x97\x90\n#goodspiritsftl #fortlauderdale #lasolas\xe2\x80\xa6 https://t.co/vCoLyBUU2G',b'goodspiritsftl'
2018-11-30 20:59:03,b'RT @worldnewsdotcom: #Interior secretary calls #congressman who wants him to resign a #drunk\n\n#RyanZinke #RaulGrijalva #HouseNaturalResourc\xe2\x80\xa6',b'MonitoringOur'
2018-11-30 20:55:15,"b'Coravin 100015 Model One System, Preservation, -- available at https://t.co/Lzw39ZVX1P!! #drinkingninja #flask\xe2\x80\xa6 https://t.co/mLb3MQxPHy'",b'drinking_ninja'
2018-11-30 20:55:13,b'Anybody from Nebraska or Minnesota want a FREE Fake ID?  DM me!\n\n#FakeID #College #Frat #Srat #Fun #Drunk #Drinking\xe2\x80\xa6 https://t.co/z7A2g7ce4f',b'CollegeHelperUS'
2018-11-30 20:53:13,b'#Drunk #Student who #Fell into the #Path of a #Lorry may have ...\nMore: https://t.co/Su6EGrrQNV\n\nA ...\n#A22 #A628\xe2\x80\xa6 https://t.co/PathD5h7Gx',b'truckerworld'
2018-11-30 20:52:04,b'This is a drunk tweet. #drunk #tweet #drunktweet',b'linaintherain'
2018-11-30 20:49:59,b'#Interior secretary calls #congressman who wants him to resign a #drunk\n\n#RyanZinke #RaulGrijalva\xe2\x80\xa6 https://t.co/Ur2jY7NBG3',b'worldnewsdotcom'
2018-11-30 20:47:49,"b""Drink or not drink that's just a problem? \xf0\x9f\xa4\x94 #problems #drink #drunk #alcohol #Finland #HELP_ME""",b'Jogidihoi'
2018-11-30 20:42:16,b'#Alcohol in #mist #form get #Drunk off a #Ballon https://t.co/uQrg1EIdRN',b'Data_Dreamer'
2018-11-30 20:34:18,"b'RT @OfficialPSTD: Watch us totally get a #victoryroyale, guys. Totally. https://t.co/MstosSUmRH\n#fortnite #drinking #drunk'",b'_MichaelBrutsch'
2018-11-30 20:33:42,"b'RT @OfficialPSTD: Watch us totally get a #victoryroyale, guys. Totally. https://t.co/MstosSUmRH\n#fortnite #drinking #drunk'",b'thebrandonbest'
2018-11-30 20:30:28,"b'On nights like these i realise with have of the hoteliers are ""drunks"" and the rest of them are ""phychotic serial k\xe2\x80\xa6 https://t.co/e5KTwPwuox'",b'SofiaFlega'
2018-11-30 20:25:00,"b'Watch us totally get a #victoryroyale, guys. Totally. https://t.co/MstosSUmRH\n#fortnite #drinking #drunk'",b'OfficialPSTD'
2018-11-30 20:12:05,b'After a very long week nothing feels better than spending quality time drunk with my girls \xf0\x9f\x92\x95\xf0\x9f\x92\x95\xf0\x9f\x92\x95 #drunk #pinkgin\xe2\x80\xa6 https://t.co/HbINVwmXn1',b'HeatherJaynii'
2018-11-30 19:53:38,b'I have just bet my whole SkyBet account (\xc2\xa3101) on a few things tonight.  Total return is \xc2\xa3800.  What a fucking idiot #drunk',b'Rob_Dawson93'
2018-11-30 19:35:09,b'RT @WTFNews4U: \xe2\x80\x98Rabid\xe2\x80\x99 Raccoons Turn out to Be Drunk on Fermented Crab Apples https://t.co/bhmx1xaNa4 via @wnep #Wildlife #Drunk #WTF https\xe2\x80\xa6',b'PLANETBEER1'
2018-11-30 19:28:03,"b""3:27 fuck I'm so wasted. #Drunk cheers for you joswa. \xf0\x9f\x98\xb5\xf0\x9f\x98\xb5\xf0\x9f\x98\xb5\xf0\x9f\x8d\xba\xf0\x9f\x8d\xba""",b'ishjae_ya'
2018-11-30 19:03:06,b'RT @tommy_skillz: CHECKOUT THE #BLURRY #MUSIC #VIDEO BY @tommy_skillz \xf0\x9f\x8e\xa7\xf0\x9f\x8e\xa4\xf0\x9f\x98\x9b\xf0\x9f\x98\x8e GOT MY #VISION GOING BLURRYYY \xf0\x9f\x98\xac #DRUNK AS #HELL FAAAM ! #london\xe2\x80\xa6',b'jenniferkochsh1'
2018-11-30 19:03:03,b'\xe2\x80\x98Rabid\xe2\x80\x99 Raccoons Turn out to Be Drunk on Fermented Crab Apples https://t.co/bhmx1xaNa4 via @wnep #Wildlife #Drunk\xe2\x80\xa6 https://t.co/DGyYevs6U0',b'WTFNews4U'
2018-11-30 19:00:23,b'\xf0\x9f\x91\x91 Excited to be playing @thejacclub w/ @nikkiandthewave @idlehours_ Natalie and the Monarchy &amp; @SamLyonMusic tonigh\xe2\x80\xa6 https://t.co/U2JHIgYtyN',b'skinnerslane'
2018-11-30 18:59:00,b'CHECKOUT THE #BLURRY #MUSIC #VIDEO BY @tommy_skillz \xf0\x9f\x8e\xa7\xf0\x9f\x8e\xa4\xf0\x9f\x98\x9b\xf0\x9f\x98\x8e GOT MY #VISION GOING BLURRYYY \xf0\x9f\x98\xac #DRUNK AS #HELL FAAAM !\xe2\x80\xa6 https://t.co/okwHoKtiEG',b'tommy_skillz'
2018-11-30 18:51:39,"b'Thank you @HonestBrew Waiting for midnight to open the first door!! However, looks like someone\xe2\x80\x99s been at their\xe2\x80\x99s e\xe2\x80\xa6 https://t.co/9HVtU5xPIw'",b'FullmetalPixie'
2018-11-30 18:43:21,b'Drunk boii \xf0\x9f\x98\x82\xf0\x9f\x98\x8e\n\n#parkbogum #encounter #tvn #kdrama #koreandrama #songhyeko #kdrama #drunk #aesthetic #parkbogumonly https://t.co/9XnWmfh64P',b'TeeJay_666'
2018-11-30 18:29:24,b'Apparently it\xe2\x80\x99s possibly to get #drunk from alcohol fumes....',b'EArnRobertson'
2018-11-30 18:17:25,b'@mmfa She\xe2\x80\x99s #drunk https://t.co/1BQy5QXCRp',b'jimbsez'
2018-11-30 18:01:50,b'\xe2\x81\xa6@Kaisercph\xe2\x81\xa9  is trying everything together .. #drunk .. it\xe2\x80\x99s just starting \xf0\x9f\x98\xac https://t.co/2oOX8IivEE',b'sonipramila'
2018-11-30 17:57:48,b'All i want it more and more and more  ...... #drunk https://t.co/MfvsWEZM0u',b'_kyraaBaby'
2018-11-30 17:53:36,b'If YOU #drink too much #alcohol YOU\xe2\x80\x99re #responsible for YOUR #actions #noexcuse\n\nThe #truth often comes out when pe\xe2\x80\xa6 https://t.co/k2gPHOXQ7B',b'MissyFeelGood'
2018-11-30 17:38:39,"b'If, a #drunk boat #Captain falls asleep in the intersection, can to use #MaritimeLaw.\n\nBTW: No tasers or dogs used\xe2\x80\xa6 https://t.co/7H7j5wlA1J'",b'browardpilgrim'
2018-11-30 17:31:05,"b""RT @MuchMoreBooks: There's always been that drunk guy trying to talk to the DJ \xf0\x9f\xa4\xa3\n\n#sesh #dj #thatfridayfeeling #drunk #bagpipes #music #dvo\xe2\x80\xa6""",b'AlastairHumphr1'
2018-11-30 17:11:46,b'When you get home #drunk and find 2 day old pizza in the fridge #lol \xf0\x9f\x98\x82 https://t.co/PSSNaFCvCq',b'Size12_DblSpace'
2018-11-30 17:03:06,"b'RT @ChoicesMatter_: If you HAVE to go out and get #Shitfaced #drunk/#Stoned today or tonight, at least use some #CommonSense and schedule a\xe2\x80\xa6'",b'jenniferkochsh1'
2018-11-30 17:01:08,"b'If you HAVE to go out and get #Shitfaced #drunk/#Stoned today or tonight, at least use some #CommonSense and schedu\xe2\x80\xa6 https://t.co/mtzB1qnBrg'",b'ChoicesMatter_'
2018-11-30 16:54:41,b'matched upto 100 &gt; https://t.co/jEq00lo5gX #casino slots #poker #lmfao #drunk winning freebets gambling https://t.co/hMSq6kVAnn',b'BetBaldy'
2018-11-30 16:40:02,b'RT @TheSpoofUK: Nightclub owner to open bar on North Sentinel islands https://t.co/KhuULQWXWS  #drunk #bars #sentinel',b'TheSpoof'
2018-11-30 16:39:29,b'RT @PacherR6: Today drunk stream \xf0\x9f\x98\x82 \nhttps://t.co/lN31HV5y3B\n\n#gl\xc3\xbchwein #drunkstream #drunk #twitch #rainbowsixsiege https://t.co/iTtQd0msmz',b'LichTwitch'
2018-11-30 16:38:45,b'Today drunk stream \xf0\x9f\x98\x82 \nhttps://t.co/lN31HV5y3B\n\n#gl\xc3\xbchwein #drunkstream #drunk #twitch #rainbowsixsiege https://t.co/iTtQd0msmz',b'PacherR6'
2018-11-30 16:31:17,b'RT @Harehare: Moody Woody for my jazz. A pretty junk liryc video  #Punk #drunk https://t.co/fEXwih4CfR',b'amandaramalhos'
2018-11-30 16:19:39,b'This babe. \xe2\x9d\xa4\xef\xb8\x8f #drunk #hanging #thisbitch https://t.co/93vMlKJfp1',b'richmothy'
2018-11-30 16:15:06,"b'#Drunk student who fell into the path of a lorry may have tripped on shoelaces, inquest told\xe2\x80\xa6 https://t.co/2MS3OMOtN1'",b'MouseTr1'
2018-11-30 16:09:36,b'\xe2\x80\x9cYou have to fail a lot of times with out giving up in order to become successful\xe2\x80\x9d Mo Gharib\n\nCredit to @jodydemay\xe2\x80\xa6 https://t.co/rGKRCpyN2y',b'moboxer1'
2018-11-30 16:07:47,b'RT @ungaro: \xe2\x80\x9cSheriff issues apology\xe2\x80\x9d?? The absolute #privilege of \xe2\x80\x98issuing\xe2\x80\x99 an apology. When was the last time an #apology worked for YOU d\xe2\x80\xa6',b'ungaro_c'
2018-11-30 15:53:33,b'\xe2\x80\x9cSheriff issues apology\xe2\x80\x9d?? The absolute #privilege of \xe2\x80\x98issuing\xe2\x80\x99 an apology. When was the last time an #apology work\xe2\x80\xa6 https://t.co/pPllouaQIc',b'ungaro'
2018-11-30 15:49:11,b'Have a great time this #weekend no matter what anyone says!\n#alcohol #booze #drunk #FridayFunny https://t.co/9dMDRHUcaj',b'2CousinsDrink'
2018-11-30 15:46:57,b'The kind of decisions that are made while drunk\n\n#Memes #ballislife #drunk https://t.co/BHMiOZXEf1',b'bballtalkerz'
2018-11-30 15:39:01,b'TONIGHT 7PM EST We get #Drunk for our 1st ever Spy Special https://t.co/jLmud2GXCY\n\nJoin us as we #LiveStream our\xe2\x80\xa6 https://t.co/tfEPAd3dre',b'TheEricButts'
2018-11-30 15:17:55,"b""There's always been that drunk guy trying to talk to the DJ \xf0\x9f\xa4\xa3\n\n#sesh #dj #thatfridayfeeling #drunk #bagpipes #music\xe2\x80\xa6 https://t.co/ItnRWD78eQ""",b'MuchMoreBooks'
2018-11-30 14:43:46,b'Existing is the bane of my existence.\n\n#colorless #goth #punk #emo #artist #weirdo / #experimental #art #gothstar /\xe2\x80\xa6 https://t.co/DOHWX5nypA',b'heyjohnspinelli'
2018-11-30 14:34:31,b'RT @LewisJ1989: 500 squillion #RTs for cornbeef pasty\xe2\x80\x99s to hit all uk stores? You must be drunk go home! Realistic targets? Unless @Twitter\xe2\x80\xa6',b'ryan_williams3'
2018-11-30 14:22:48,"b'This time last year,, was our works christmas night out,, roll on the next one on 12th december with the work famil\xe2\x80\xa6 https://t.co/veTALEyEKU'",b'nataliexbramley'
2018-11-30 14:08:02,b'TGIF! \xf0\x9f\x98\x81 https://t.co/ETL0SPEd3M #Beer #Drunk #TGIF https://t.co/EuwPCC651L',b'PLANETBEER1'
2018-11-30 13:58:15,b'Celebrate a night out with Lenny with this new hoodie design. Was I drunk or did we do the can can?\xe2\x80\xa6 https://t.co/q6sLgJU5o7',b'WibbleDesigns'
2018-11-30 13:37:48,b'JACKASS: THE MOVIE DRINKING GAME https://t.co/BLwyItomN0 #jackass #drinkinggame #drunk #movies https://t.co/BLwyItomN0',b'DrinkinGameZone'
2018-11-30 13:30:30,b'500 squillion #RTs for cornbeef pasty\xe2\x80\x99s to hit all uk stores? You must be drunk go home! Realistic targets? Unless\xe2\x80\xa6 https://t.co/y1J2H607Oq',b'LewisJ1989'
2018-11-30 12:58:32,b'#Some #youngpeople need to #realise that IF they get totally #drunk &amp; #wakeup with someone they don\xe2\x80\x99t know ... it m\xe2\x80\xa6 https://t.co/Ldw0YR4b9D',b'MissyFeelGood'
2018-11-30 12:51:44,b'The #Eastenders #storyline about #rape is #totally #outrageous\n\nJust cos someone doesn\xe2\x80\x99t #remember something coz th\xe2\x80\xa6 https://t.co/l1nypHzRPV',b'MissyFeelGood'
2018-11-30 12:07:11,b'RT @True_gore_art: #stopmotion #animation of a drunk dead guy getting removed from a concrete mixer. #concrete #mixer #dead #body #drunk #w\xe2\x80\xa6',b'RSG_Retweet'
2018-11-30 11:53:30,b'#stopmotion #animation of a drunk dead guy getting removed from a concrete mixer. #concrete #mixer #dead #body\xe2\x80\xa6 https://t.co/8dF1hQI04T',b'True_gore_art'
2018-11-30 11:23:20,b'This week\xe2\x80\x99s episode just dropped and it\xe2\x80\x99s our nerdiest one yet! We\xe2\x80\x99re looking at all things table top RPG including\xe2\x80\xa6 https://t.co/YrfyorbTGx',b'STdrunks'
2018-11-30 11:10:39,"b""RT @Roastmortemcast: NEW EPISODE\nSeen the documentary Jurassic Park? Think you know dinosaurs? Well, Edward Drink Cope sure doesn't... Even\xe2\x80\xa6""",b'ASERiley'
2018-11-30 10:52:19,"b""RT @Roastmortemcast: NEW EPISODE\nSeen the documentary Jurassic Park? Think you know dinosaurs? Well, Edward Drink Cope sure doesn't... Even\xe2\x80\xa6""",b'artsterios'
2018-11-30 10:26:04,b'Personal Injury Attorney in #VancouverWA: https://t.co/cRd5CJsZXt Victims who have suffered a catastrophic #injury\xe2\x80\xa6 https://t.co/Ts41ngs6Sr',b'PortlandPIA'
2018-11-30 10:00:02,b'Nightclub owner to open bar on North Sentinel islands https://t.co/KhuULQWXWS  #drunk #bars #sentinel',b'TheSpoofUK'
2018-11-30 09:41:43,b'Amaretto sour #drink #drank #drunk https://t.co/WE7uT6f2ry https://t.co/ZLVcLiA2NO',b'epps_mark'
2018-11-30 09:03:16,b'Personal Injury Attorney in #VancouverWA: https://t.co/cRd5CJKBm3 Victims who have suffered a catastrophic #injury\xe2\x80\xa6 https://t.co/XLq05rw9Ss',b'PortlandPIA'
2018-11-30 08:42:43,b'@chrissnowdon21 \xf0\x9f\x98\x82 who does this remind you of? #ruinchristmas #drunk https://t.co/bimsegxJBm',b'ASn0wd0n'
2018-11-30 08:38:05,"b'RT @HOWHIGHISTOHIGH: ""GOOD BRAIN THINKIN"" (CREDIT: TRAILER PARK BOYS) #MOVIES #twitter #DAB #MARIJUANA #CANNABIS #STONER #TV #MARYJANE  #PI\xe2\x80\xa6'",b'jenniferkochsh1'
2018-11-30 08:35:41,"b'""GOOD BRAIN THINKIN"" (CREDIT: TRAILER PARK BOYS) #MOVIES #twitter #DAB #MARIJUANA #CANNABIS #STONER #TV #MARYJANE\xe2\x80\xa6 https://t.co/MX1b0nw2ML'",b'HOWHIGHISTOHIGH'
2018-11-30 08:15:02,b'Tonight went well \xf0\x9f\x8d\xbb #drunk',b'Aaron0Hernandez'
2018-11-30 08:08:11,"b'Go have fun but if I see or hear some shit I\xe2\x80\x99m beating your ass nigga , \xe2\x80\x9c.\xe2\x80\x9d\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 #drunk Gn \xf0\x9f\xa4\x97'",b'_alajaaa'
2018-11-30 08:08:06,"b'RT @HOWHIGHISTOHIGH: ""GOOD BRAIN THINKIN"" (CREDIT: TRAILER PARK BOYS) #MOVIES #twitter #DAB #MARIJUANA #CANNABIS #STONER #TV #MARYJANE  #PI\xe2\x80\xa6'",b'jenniferkochsh1'
2018-11-30 08:06:41,"b'""GOOD BRAIN THINKIN"" (CREDIT: TRAILER PARK BOYS) #MOVIES #twitter #DAB #MARIJUANA #CANNABIS #STONER #TV #MARYJANE\xe2\x80\xa6 https://t.co/U45sJf9KFy'",b'HOWHIGHISTOHIGH'
2018-11-30 07:53:45,b'Feeling The Deep Some Thing???\n#party #drunk #\xd8\xb3\xd9\x83\xd8\xb3_\xd9\x81\xd9\x88\xd9\x86 #\xd8\xa8\xd9\x88\xd8\xa8_\xd9\x83\xd9\x88\xd8\xb1\xd9\x86 #\xd8\xa8\xd9\x8a\xd8\xa8\xd9\x8a #\xd9\x81\xd9\x88\xd9\x8a\xd8\xb3 #\xd8\xb7\xd9\x8a\xd8\xb2\xd9\x8a #\xd9\x83\xd8\xb3\xd9\x8a #\xd8\xb2\xd8\xa8 #\xd9\x85\xd8\xad\xd9\x86\xd8\xa9_\xd8\xa7\xd9\x84\xd9\x84\xd9\x8a\xd9\x84 #\xd9\x85\xd8\xb4\xd8\xaa\xd9\x87\xd9\x8a\xd8\xa9\xe2\x80\xa6 https://t.co/PIKruaaH2K',b'BabesParya'
2018-11-30 06:33:38,"b'#Drunk driving among #veterans is up nearly 60 percent since 2014, study finds https://t.co/rrUXtx449K'",b'Safetman52'
2018-11-30 06:19:46,b'KIDS!! rilieread kerrisberries ryan_read33 tkharris20 #drunk #drinking #drinkswithfriends #drinkinggames @ Costa Me\xe2\x80\xa6 https://t.co/dKTYLILEJV',b'CostaMesaDavee'
2018-11-30 06:04:57,"b'Look @Amazon... you and I both know you were #drunk when you made that  #CanonColorLaserPrinter #BlackFriday deal,\xe2\x80\xa6 https://t.co/5JdhCailzI'",b'DocSteamcrunk'
2018-11-30 06:03:15,b'Need a drink? PortoVino Wine Purse (Black) - Fashionable purse -- available at https://t.co/R22TRsMts6!!\xe2\x80\xa6 https://t.co/p61W1TMEva',b'drinking_ninja'
2018-11-30 05:42:56,b'RT @themoralezone24: last stream got a little out of hand\xf0\x9f\x98\x85 this one will be much better! stream @ 8 tonight!!!! #twitch #stream #drunk #hig\xe2\x80\xa6',b'da_SLice2'
2018-11-30 05:01:24,"b""@YouTube Oops I'm #drunk spelling mistakes #PeakyBlinders""",b'HelenLWoodhouse'
2018-11-30 04:52:49,b'I\xe2\x80\x99M BACK. #DRUNK',b'BItchellDavis'
2018-11-30 04:26:08,b'Hahaha to be #drunk or #NotDrunk that is the question!! LoL #alcohol is a #friend of mine when I think of you!! Hah\xe2\x80\xa6 https://t.co/ftNPkkjcFR',b'iiyWAnABluvdbyU'
2018-11-30 04:05:14,b'@RepMattGaetz @realDonaldTrump Drinking again ? #Drunk \n\nI believe the children are the future https://t.co/3bCuhzNpq1',b'UnpluggedNASA'
2018-11-30 03:26:50,"b""Omg the #Saints are playing like they're #drunk. Someone #spiked their #Gatorade \n#football #NFLxFOX""",b'leslifumar'
2018-11-30 03:26:21,b'bruh my lil brother #basedman wants to fight me again lol dis nigga actually thinks he #scares me lol he only talks\xe2\x80\xa6 https://t.co/W8QGMcJ6bA',b'krunkaoticbe'
2018-11-30 03:15:42,b'@nillythesquid loves to hook up @aimeehall1001 with her roommate #Scott plus @K0nigi is #drunk @FloribamaShore #MTVFloribamaShore',b'Kimberlykokourt'
2018-11-30 02:34:34,b'Gotta say jack and RC ain\xe2\x80\x99t that bad! #drunk #thirstythursday',b'rbjubi'
2018-11-30 02:20:42,b'I can\xe2\x80\x99t deal with how addicted I am to #Findom right now... #BootWorship #PayPig #Weak #Pathetic #Drunk #Vunerable',b'findomaddict1'
2018-11-30 01:39:07,b'New to https://t.co/Luk2KmUiJ3 original oil paintings for sale! #grandpa #themunsters #startrek #scotty #scotch\xe2\x80\xa6 https://t.co/piKLKhvOwK',b'MarkTavares'
2018-11-30 01:28:22,b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82 throwback to silly walks home pissed out of our skull \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88 \n\nCant take us anywhere !! \n\n#drunk #throwback https://t.co/T20i9wlhaU',b'AlyssaJayneShaw'
2018-11-30 00:59:17,b'What happens in Vegas...\n\xe2\x80\xa2\n#tbt #hennythingispossible #justholdinghimup #civicduty #ideserveanaward #vegas #drunk\xe2\x80\xa6 https://t.co/9dy2i5ayzH',b'V_Woods'
2018-11-30 00:40:48,b'RT @themoralezone24: last stream got a little out of hand\xf0\x9f\x98\x85 this one will be much better! stream @ 8 tonight!!!! #twitch #stream #drunk #hig\xe2\x80\xa6',b'MacalusoJohn'
2018-11-30 00:35:48,b'last stream got a little out of hand\xf0\x9f\x98\x85 this one will be much better! stream @ 8 tonight!!!! #twitch #stream #drunk\xe2\x80\xa6 https://t.co/M6FpoANVsC',b'themoralezone24'
2018-11-30 00:28:46,b'Taxi driver - have you had a good night\n\nMe - it was lovely. I\xe2\x80\x99m so so tired.\n\nTranslation - do not utter one more\xe2\x80\xa6 https://t.co/4gy1ZGm4bc',b'ACountryPile'
2018-11-30 00:23:43,"b'WE ARE STILL LIVE\n\nTwitch,tv/celtichollow\n\n#GTAOnline \n#SupportSmallStreams \n#TeamEmmmmsie \n#drunk \n#twitch'",b'CelticHollow'
2018-11-30 00:12:34,"b""when you get #TP when #drunk  #NintendoSwitch #Paladins #trashplayers #lol #drunk'ngaming #mvp https://t.co/jbDmp1pRi1""",b'tediiee'
